length_mm,diameter1_mm,diameter2_mm
11330.972,1.7620,1.7907
11330.972,1.7594,1.7878
11330.972,1.7597,1.7906
11330.972,1.7599,1.7878
11330.972,1.7599,1.7878
11330.972,1.7598,1.7875
11330.972,1.7613,1.7782
11347.200,1.7651,1.7889
11353.371,1.7787,1.7955
11355.886,1.7745,1.7597
11373.485,1.7981,1.7592
11373.485,1.7981,1.7567
11373.485,1.7978,1.7569
11373.485,1.7977,1.7567
11373.485,1.7976,1.7567
11373.485,1.7978,1.7593
11373.485,1.7978,1.7592
11373.485,1.7977,1.7583
11373.485,1.7977,1.7553
11373.485,1.7976,1.7580
11373.485,1.7980,1.7580
11374.172,1.8081,1.7700
11393.371,1.7804,1.7934
11393.371,1.7774,1.7898
11401.143,1.7732,1.7693
11421.028,1.7957,1.7638
11421.257,1.7987,1.7717
11438.857,1.7894,1.7811
11439.314,1.7868,1.7815
11440.686,1.7763,1.7820
11452.571,1.7914,1.7748
11454.172,1.8015,1.7751
11454.172,1.8024,1.7752
11454.172,1.8023,1.7754
11454.172,1.8024,1.7751
11454.172,1.8021,1.7716
11458.515,1.7673,1.7703
11468.571,1.7902,1.7640
11468.571,1.7901,1.7710
11483.200,1.7755,1.7675
11484.343,1.7834,1.7908
11498.286,1.7696,1.7909
11512.914,1.7711,1.8002
11512.914,1.7751,1.8007
11512.914,1.7736,1.8011
11512.914,1.7735,1.8009
11512.914,1.7757,1.8010
11512.914,1.7758,1.8007
11512.914,1.7755,1.8007
11512.914,1.7757,1.8007
11513.371,1.7676,1.7778
11535.314,1.7777,1.7880
11542.857,1.7782,1.7885
11543.086,1.7756,1.7828
11565.257,1.7982,1.7563
11567.086,1.7842,1.7937
11591.086,1.7794,1.7762
11609.829,1.7653,1.7969
11609.829,1.7652,1.7968
11609.829,1.7651,1.7930
11610.058,1.7670,1.7931
11610.058,1.7668,1.7930
11610.058,1.7673,1.7837
11640.686,1.7670,1.7969
11657.829,1.7675,1.7953
11657.829,1.7676,1.7952
11657.829,1.7674,1.7952
11657.829,1.7676,1.7951
11657.829,1.7675,1.7950
11657.829,1.7676,1.7950
11657.829,1.7674,1.7948
11657.829,1.7674,1.7949
11657.829,1.7673,1.7950
11657.829,1.7672,1.7950
11657.829,1.7675,1.7948
11658.286,1.7733,1.8060
11673.143,1.7733,1.7797
11676.114,1.7982,1.7795
11685.028,1.7932,1.8035
11711.771,1.7765,1.8043
11711.771,1.7764,1.8014
11711.771,1.7765,1.8013
11712.914,1.7728,1.8062
11717.943,1.7858,1.8062
11717.943,1.7890,1.8061
11717.943,1.7891,1.8062
11717.943,1.7891,1.8064
11717.943,1.7897,1.8064
11717.943,1.7896,1.8064
11717.943,1.7880,1.8064
11717.943,1.7880,1.8063
11717.943,1.7877,1.8061
11717.943,1.7877,1.8063
11717.943,1.7881,1.8064
11717.943,1.7874,1.8059
11725.714,1.7883,1.7971
11737.371,1.7803,1.7901
11748.114,1.8062,1.7802
11758.172,1.7820,1.8068
11758.172,1.7826,1.8101
11758.172,1.7859,1.8102
11758.172,1.7859,1.8079
11769.371,1.8027,1.7898
11775.543,1.7836,1.7901
11775.543,1.7859,1.7936
11775.543,1.7824,1.7898
11778.515,1.8108,1.7862
11794.286,1.8031,1.7808
11794.515,1.8041,1.7808
11794.515,1.8036,1.7806
11794.515,1.8037,1.7788
11818.515,1.8141,1.7780
11824.686,1.7904,1.7910
11841.371,1.8027,1.7912
11861.943,1.7789,1.7993
11876.800,1.7823,1.7998
11880.457,1.8002,1.8030
11901.257,1.7808,1.7806
11903.543,1.7946,1.7756
11919.314,1.7930,1.7778
11934.172,1.7834,1.7796
11947.657,1.7868,1.7752
11953.371,1.8049,1.7770
11953.371,1.8051,1.7768
11953.371,1.8048,1.7802
11953.371,1.8052,1.7806
11953.371,1.8054,1.7806
11953.371,1.8053,1.7806
11953.371,1.8052,1.7804
11953.371,1.8053,1.7807
11953.371,1.8053,1.7807
11953.371,1.8052,1.7806
11953.371,1.8051,1.7808
11953.371,1.8054,1.7805
11953.371,1.8053,1.7805
11953.371,1.8052,1.7800
11953.371,1.8047,1.7702
11976.686,1.8083,1.7994
11993.600,1.8002,1.7869
11993.600,1.8002,1.7868
11993.829,1.7971,1.7751
12002.286,1.7943,1.7984
12002.972,1.7921,1.7985
12003.200,1.7873,1.7603
12019.657,1.7917,1.7848
12023.771,1.7962,1.7979
12049.371,1.7920,1.7968
12069.485,1.7800,1.8079
12074.515,1.7842,1.7759
12089.143,1.7944,1.7921
12106.972,1.7709,1.7918
12109.257,1.7715,1.7915
12111.314,1.8028,1.8068
12129.829,1.7883,1.8103
12148.571,1.7811,1.8005
12173.485,1.7874,1.7764
12181.714,1.7939,1.7740
12202.515,1.7652,1.7941
12222.400,1.8044,1.7861
12230.400,1.7941,1.8006
12257.143,1.7634,1.8043
12276.343,1.7734,1.7982
12276.571,1.7761,1.7972
12296.229,1.7754,1.7988
12316.114,1.7660,1.7974
12325.257,1.7891,1.7832
12330.743,1.7673,1.7740
12348.800,1.7949,1.7817
12348.800,1.7954,1.7823
12348.800,1.7949,1.7822
12348.800,1.7949,1.7823
12348.800,1.7948,1.7823
12348.800,1.7947,1.7822
12348.800,1.7947,1.7812
12349.028,1.7933,1.7812
12365.485,1.8056,1.7945
12389.028,1.7921,1.7795
12390.857,1.7917,1.7977
12399.086,1.7786,1.7896
12422.629,1.7908,1.7956
12437.028,1.7922,1.7660
12437.028,1.7924,1.7659
12437.028,1.7923,1.7658
12437.028,1.7920,1.7654
12437.028,1.7923,1.7657
12437.028,1.7928,1.7657
12437.028,1.7912,1.7656
12437.028,1.7909,1.7654
12437.028,1.7908,1.7654
12437.028,1.7903,1.7927
12453.943,1.8041,1.8000
12469.485,1.8060,1.7746
12469.485,1.8061,1.7748
12469.485,1.8062,1.7747
12469.485,1.8061,1.7746
12469.485,1.8061,1.7714
12470.172,1.8050,1.7790
12470.172,1.8051,1.7793
12470.172,1.8089,1.7789
12474.972,1.7830,1.8050
12498.743,1.7773,1.7777
12501.715,1.8117,1.7876
12523.429,1.7936,1.7707
12543.771,1.7787,1.7856
12545.371,1.7798,1.7816
12557.715,1.7946,1.7695
12570.743,1.7912,1.7862
12580.800,1.7963,1.7842
12588.343,1.7939,1.7600
12600.914,1.7770,1.7790
12607.771,1.7723,1.7882
12608.229,1.7709,1.7871
12608.229,1.7709,1.7873
12608.229,1.7709,1.7872
12608.229,1.7707,1.7871
12608.229,1.7711,1.7866
12608.457,1.7754,1.8035
12623.771,1.7730,1.7739
12628.343,1.7766,1.7901
12628.343,1.7772,1.7905
12628.343,1.7810,1.7936
12628.343,1.7809,1.7937
12628.343,1.7815,1.7936
12628.343,1.7815,1.7935
12628.343,1.7790,1.7937
12628.343,1.7790,1.7937
12628.343,1.7793,1.7936
12628.343,1.7816,1.7942
12635.200,1.7981,1.8034
12653.028,1.7915,1.7911
12655.314,1.7681,1.7909
12655.314,1.7719,1.7917
12655.314,1.7719,1.7917
12655.314,1.7689,1.7917
12655.314,1.7690,1.7915
12655.314,1.7690,1.7914
12655.314,1.7689,1.7916
12655.314,1.7690,1.7915
12655.314,1.7689,1.7916
12655.314,1.7679,1.7874
12659.200,1.8032,1.7875
12685.485,1.7874,1.7720
12703.543,1.7687,1.7708
12704.000,1.7785,1.7744
12704.000,1.7778,1.7749
12704.000,1.7777,1.7748
12704.000,1.7776,1.7715
12704.000,1.7778,1.7743
12704.000,1.7779,1.7747
12704.000,1.7746,1.7747
12704.000,1.7746,1.7747
12704.000,1.7745,1.7746
12704.000,1.7745,1.7746
12704.000,1.7744,1.7745
12704.000,1.7742,1.7744
12704.000,1.7744,1.7712
12704.000,1.7746,1.7708
12704.000,1.7778,1.7707
12704.000,1.7776,1.7743
12704.000,1.7745,1.7744
12704.000,1.7745,1.7745
12704.000,1.7744,1.7747
12704.000,1.7744,1.7746
12704.000,1.7741,1.7746
12704.000,1.7742,1.7745
12704.000,1.7742,1.7745
12704.000,1.7741,1.7745
12704.000,1.7740,1.7745
12704.000,1.7740,1.7678
12711.314,1.7785,1.7789
12736.914,1.7988,1.7766
12738.972,1.7959,1.7770
12738.972,1.7962,1.7767
12739.200,1.7975,1.7863
12739.200,1.7957,1.7781
12749.943,1.7678,1.7867
12766.400,1.7576,1.7953
12766.400,1.7567,1.7852
12782.400,1.7687,1.8060
12787.429,1.7790,1.7974
12802.972,1.7897,1.7986
12804.571,1.7829,1.7872
12811.200,1.7859,1.7677
12824.457,1.8046,1.7675
12826.286,1.7927,1.7936
12830.400,1.7873,1.7866
12842.743,1.7930,1.7950
12844.571,1.7770,1.7720
12862.857,1.7975,1.7651
12873.143,1.7990,1.7898
12887.771,1.7962,1.7753
12895.314,1.7975,1.7748
12909.485,1.7808,1.7898
12916.114,1.7748,1.7894
12916.114,1.7718,1.7893
12919.314,1.7939,1.7963
12941.943,1.7905,1.7699
12944.229,1.8113,1.8025
12965.943,1.7878,1.7716
12975.314,1.8035,1.7960
12993.371,1.7810,1.7726
13008.229,1.7963,1.7896
13008.229,1.7960,1.7895
13008.229,1.7984,1.7894
13008.229,1.7957,1.7892
13009.600,1.7843,1.8019
13022.629,1.8049,1.7752
13022.629,1.8049,1.7964
13045.028,1.7845,1.7694
13046.172,1.7933,1.7996
13049.143,1.7923,1.7983
13050.972,1.7798,1.7575
13069.485,1.7980,1.7754
13071.086,1.8022,1.7709
13087.543,1.8059,1.7902
13090.743,1.7755,1.7748
13106.972,1.7708,1.7867
13115.429,1.7669,1.7715
13133.028,1.8057,1.7910
13152.914,1.7849,1.7969
13153.600,1.7836,1.7970
13153.600,1.7832,1.7969
13155.886,1.7983,1.7789
13181.715,1.8144,1.7941
13192.914,1.7746,1.7780
13209.371,1.7754,1.7800
13234.515,1.7893,1.7773
13241.143,1.7763,1.7675
13251.886,1.8059,1.7708
13251.886,1.8060,1.7707
13251.886,1.8061,1.7706
13251.886,1.8060,1.7704
13251.886,1.8065,1.7710
13251.886,1.8060,1.7708
13251.886,1.8059,1.7709
13251.886,1.8059,1.7707
13251.886,1.8023,1.7703
13255.771,1.7798,1.7890
13278.857,1.7894,1.8013
13287.086,1.7734,1.7851
13305.371,1.7818,1.7961
13311.543,1.7759,1.7840
13328.457,1.7713,1.7884
13347.429,1.8015,1.7888
13347.429,1.8014,1.7886
13347.429,1.8014,1.7906
13347.657,1.7995,1.7906
13349.943,1.7827,1.7802
13365.715,1.7820,1.8099
13372.343,1.7894,1.7818
13393.829,1.8011,1.7871
13402.743,1.8006,1.7913
13402.743,1.8008,1.7912
13402.743,1.8009,1.7912
13402.743,1.7934,1.7808
13416.686,1.7982,1.7962
13438.172,1.7683,1.7768
13439.771,1.7844,1.7785
13455.771,1.7829,1.7951
13461.715,1.7663,1.7880
13463.086,1.7695,1.7850
13465.143,1.7934,1.8098
13468.571,1.7815,1.8106
13468.571,1.7789,1.8106
13468.571,1.7816,1.8096
13476.571,1.7802,1.7715
13496.000,1.7902,1.7803
13512.000,1.7958,1.7803
13518.629,1.7867,1.7806
13518.629,1.7866,1.7803
13518.629,1.7862,1.7776
13531.429,1.7820,1.7817
13544.457,1.8103,1.7900
13550.629,1.7982,1.7771
13560.000,1.7998,1.7863
13560.686,1.7935,1.7885
13575.543,1.8008,1.7826
13582.857,1.8009,1.8003
13593.829,1.7870,1.7778
13613.715,1.7947,1.7941
13619.200,1.7603,1.7903
13628.800,1.7803,1.7871
13640.457,1.7961,1.8055
13640.457,1.7961,1.8055
13640.457,1.7959,1.8055
13640.457,1.7961,1.8056
13640.457,1.7959,1.8160
13641.371,1.7899,1.8158
13641.600,1.7836,1.7726
13663.543,1.7929,1.8017
13664.686,1.7853,1.8020
13666.286,1.7686,1.8103
13679.086,1.8021,1.7972
13694.172,1.8073,1.7958
13694.629,1.8122,1.7955
13694.629,1.8122,1.7955
13694.629,1.8124,1.7955
13694.629,1.8098,1.7960
13695.086,1.8078,1.8100
13712.000,1.7746,1.7960
13729.143,1.7769,1.7829
13731.657,1.7888,1.7825
13731.657,1.7888,1.7796
13731.657,1.7887,1.7825
13731.657,1.7887,1.7902
13744.229,1.7812,1.7883
13757.943,1.7986,1.7957
13758.172,1.7968,1.7938
13774.857,1.7829,1.7924
13781.943,1.7908,1.7966
13782.400,1.7872,1.7885
13791.771,1.7586,1.7807
13801.829,1.7644,1.7788
13801.829,1.7640,1.7784
13801.829,1.7639,1.7767
13806.172,1.7749,1.7865
13821.028,1.7817,1.7966
13824.000,1.7511,1.7964
13824.229,1.7481,1.7759
13839.314,1.7520,1.7820
13841.600,1.7588,1.7731
13863.086,1.7571,1.7748
13867.657,1.7876,1.7715
13867.657,1.7899,1.7759
13874.286,1.7773,1.8071
13886.172,1.7786,1.7997
13896.686,1.7759,1.7777
13913.143,1.7784,1.7715
13913.829,1.7865,1.7709
13913.829,1.7865,1.7698
13921.600,1.7868,1.7813
13937.829,1.7903,1.7766
13938.286,1.7955,1.7774
13953.829,1.7928,1.8133
13958.172,1.7803,1.8083
13964.114,1.7904,1.7834
13986.743,1.8039,1.8103
13988.343,1.7924,1.8013
13999.543,1.7700,1.7742
14020.114,1.7890,1.7917
14030.400,1.7706,1.7847
14032.686,1.7971,1.8001
14045.943,1.7689,1.7941
14045.943,1.7689,1.7941
14045.943,1.7723,1.7926
14045.943,1.7725,1.7927
14045.943,1.7724,1.7926
14045.943,1.7731,1.7929
14045.943,1.7729,1.7930
14045.943,1.7728,1.7929
14045.943,1.7729,1.7928
14045.943,1.7729,1.7928
14045.943,1.7730,1.7929
14045.943,1.7729,1.7929
14045.943,1.7728,1.7927
14045.943,1.7729,1.7927
14045.943,1.7729,1.7927
14045.943,1.7728,1.7926
14045.943,1.7729,1.7928
14045.943,1.7732,1.7929
14045.943,1.7729,1.7930
14045.943,1.7730,1.7928
14045.943,1.7729,1.7930
14045.943,1.7730,1.7928
14045.943,1.7729,1.7928
14045.943,1.7730,1.7930
14045.943,1.7728,1.7929
14045.943,1.7728,1.7926
14045.943,1.7727,1.7927
14045.943,1.7730,1.7927
14045.943,1.7725,1.7926
14045.943,1.7726,1.7926
14045.943,1.7719,1.8045
14059.200,1.7884,1.8075
14075.886,1.7820,1.7906
14077.715,1.7722,1.7751
14095.314,1.7863,1.7987
14102.172,1.7710,1.7709
14104.457,1.7934,1.7843
14121.371,1.7961,1.8015
14131.429,1.7765,1.8061
14142.857,1.7920,1.8043
14152.686,1.8034,1.7821
14152.914,1.8030,1.7824
14173.257,1.7701,1.7832
14183.771,1.7983,1.7856
14194.743,1.7787,1.7892
14198.172,1.7807,1.7809
14212.114,1.7524,1.8099
14232.229,1.8056,1.7746
14232.229,1.8022,1.7736
14232.229,1.8026,1.7833
14254.400,1.7927,1.7742
14263.771,1.7999,1.7831
14270.172,1.7766,1.7802
14270.172,1.7816,1.7750
14285.028,1.7697,1.7963
14304.914,1.7896,1.7929
14309.028,1.7714,1.7839
14310.172,1.7876,1.7859
14310.172,1.7875,1.7859
14310.172,1.7900,1.7927
14334.629,1.7943,1.8079
14337.829,1.7785,1.7898
14348.571,1.7698,1.8021
14348.800,1.7686,1.7888
14373.257,1.8004,1.7805
14382.172,1.8024,1.7778
14382.172,1.8026,1.7780
14382.172,1.8026,1.7780
14382.172,1.8026,1.7781
14382.172,1.8024,1.7780
14382.172,1.8025,1.7779
14382.172,1.8023,1.7777
14382.172,1.8022,1.7780
14382.172,1.8025,1.7776
14382.400,1.8060,1.7753
14401.600,1.7926,1.7994
14402.743,1.7854,1.7995
14402.743,1.7855,1.7994
14402.743,1.7857,1.7994
14402.743,1.7856,1.7994
14402.743,1.7856,1.7995
14402.743,1.7855,1.7994
14402.743,1.7855,1.7993
14402.743,1.7856,1.7994
14402.743,1.7855,1.7993
14402.743,1.7855,1.7994
14402.743,1.7854,1.7993
14405.028,1.8010,1.7787
14405.257,1.8012,1.7786
14405.257,1.8010,1.7799
14413.485,1.8067,1.7924
14430.172,1.8019,1.7878
14432.000,1.7893,1.8005
14457.600,1.7813,1.7922
14458.286,1.7736,1.7922
14458.286,1.7736,1.7815
14469.715,1.8064,1.8011
14471.771,1.7937,1.8046
14479.086,1.7946,1.8046
14480.457,1.7898,1.7964
14494.400,1.8021,1.7826
14501.715,1.7987,1.7828
14501.715,1.7991,1.7830
14501.715,1.7994,1.7831
14502.400,1.7943,1.8062
14522.515,1.7731,1.8150
14546.058,1.7708,1.7974
14546.058,1.7705,1.8066
14562.058,1.7662,1.7920
14576.914,1.7682,1.8002
14594.972,1.7856,1.7972
14594.972,1.7857,1.8025
14605.485,1.8055,1.7982
14605.485,1.8055,1.7980
14605.485,1.8026,1.8017
14612.800,1.8034,1.7906
14629.028,1.7990,1.7984
14633.829,1.7858,1.7952
14652.343,1.8112,1.8011
14664.686,1.7688,1.8020
14674.286,1.7857,1.8007
14696.229,1.7537,1.7898
14702.400,1.7788,1.8063
14707.429,1.8022,1.7842
14714.058,1.7862,1.7864
14714.058,1.7861,1.7864
14714.286,1.7926,1.7966
14722.743,1.7997,1.7840
14725.028,1.7901,1.8102
14736.229,1.7655,1.7976
14740.800,1.8011,1.7910
14766.172,1.7694,1.8027
14769.143,1.7605,1.8004
14769.143,1.7606,1.8001
14769.143,1.7635,1.8002
14769.143,1.7604,1.8027
14769.143,1.7604,1.8002
14769.143,1.7605,1.8027
14769.143,1.7604,1.7934
14780.343,1.7914,1.7963
14801.600,1.7831,1.8033
14807.543,1.7612,1.8029
14813.257,1.7737,1.8048
14827.429,1.7990,1.7874
14827.429,1.7994,1.7875
14827.429,1.7998,1.7871
14832.686,1.7784,1.7976
14856.000,1.7774,1.7993
14862.629,1.7748,1.7883
14867.657,1.8032,1.7935
14879.543,1.7651,1.7899
14879.771,1.7657,1.7898
14879.771,1.7675,1.7783
14898.515,1.7999,1.7937
14905.143,1.7818,1.7920
14905.143,1.7843,1.7946
14905.143,1.7843,1.7944
14905.143,1.7842,1.7949
14932.343,1.7821,1.7954
14936.457,1.7604,1.7992
14936.457,1.7604,1.7992
14936.457,1.7669,1.7973
14959.543,1.7660,1.7911
14968.914,1.7890,1.7868
14970.515,1.8146,1.8054
14982.857,1.7702,1.8020
14998.857,1.7731,1.7898
15002.743,1.8046,1.8002
15015.314,1.7769,1.7894
15017.829,1.8018,1.7909
15042.515,1.7934,1.8097
15046.172,1.7719,1.7890
15049.829,1.7990,1.7954
15050.058,1.8010,1.7988
15050.058,1.7991,1.8033
15056.686,1.8032,1.7887
15056.686,1.8034,1.8005
15079.086,1.7867,1.8049
15081.143,1.8016,1.8045
15099.886,1.7811,1.8030
15106.515,1.7862,1.8064
15117.257,1.7664,1.7984
15144.457,1.7971,1.7981
15150.172,1.7822,1.7873
15150.400,1.7902,1.8044
15178.286,1.7862,1.7984
15186.515,1.7871,1.7994
15199.314,1.8046,1.8089
15216.000,1.8090,1.8161
15216.000,1.8089,1.8162
15216.000,1.8076,1.8137
15216.000,1.8082,1.8159
15218.286,1.7801,1.7898
15243.200,1.7721,1.8040
15250.972,1.7733,1.7925
15272.000,1.7961,1.7954
15274.743,1.7813,1.8139
15293.943,1.8209,1.8080
15297.371,1.8001,1.8080
15297.371,1.8005,1.8080
15297.371,1.8005,1.8081
15297.371,1.8002,1.8080
15297.371,1.8007,1.8055
15297.371,1.8007,1.8061
15297.371,1.8012,1.8060
15297.371,1.8007,1.8059
15297.371,1.8006,1.8060
15297.371,1.8006,1.8060
15297.371,1.8008,1.8059
15297.371,1.8006,1.8059
15297.371,1.8008,1.8061
15297.371,1.8005,1.8058
15297.371,1.7973,1.7855
15307.200,1.8021,1.8023
15320.914,1.7937,1.7825
15325.485,1.8132,1.7925
15337.600,1.7814,1.7942
15337.829,1.7810,1.7915
15337.829,1.7813,1.7901
15337.829,1.7810,1.7901
15337.829,1.7809,1.7901
15337.829,1.7808,1.7901
15337.829,1.7773,1.7827
15348.343,1.8153,1.7912
15364.343,1.8077,1.7751
15364.343,1.8073,1.7779
15380.114,1.8070,1.7798
15380.800,1.8109,1.7903
15399.771,1.7785,1.8032
15410.286,1.7742,1.7885
15410.286,1.7736,1.7871
15411.886,1.8023,1.7762
15436.571,1.8026,1.7754
15436.800,1.8059,1.7775
15457.600,1.7722,1.7891
15468.343,1.8086,1.7810
15468.343,1.8086,1.7797
15468.343,1.8090,1.8003
15492.571,1.7937,1.7827
15502.172,1.7902,1.7816
15509.715,1.7978,1.8073
15526.400,1.8021,1.7755
15534.629,1.7939,1.7899
15537.829,1.7654,1.7814
15553.829,1.7659,1.7906
15555.429,1.7813,1.7935
15555.429,1.7812,1.7938
15558.400,1.8062,1.7820
15576.229,1.7934,1.8116
15578.286,1.7780,1.8113
15603.429,1.7859,1.7894
15614.857,1.8019,1.8035
15618.058,1.7790,1.7844
15627.657,1.7970,1.7839
15627.657,1.7969,1.7841
15627.886,1.8037,1.7842
15651.429,1.8068,1.7965
15653.257,1.8229,1.8017
15667.657,1.7978,1.8192
15680.686,1.7802,1.8092
15680.686,1.7834,1.8125
15680.914,1.7816,1.8182
15700.571,1.8094,1.8009
15712.229,1.7856,1.8009
15712.229,1.7872,1.8207
15725.943,1.7947,1.7934
15749.715,1.7999,1.8102
15750.857,1.7981,1.8149
15770.286,1.7996,1.7885
15778.743,1.8069,1.7909
15778.743,1.8071,1.7907
15778.743,1.8070,1.7908
15778.743,1.8071,1.7910
15778.743,1.8070,1.8085
15799.314,1.7709,1.7784
15810.972,1.8029,1.7886
15810.972,1.8008,1.7822
15817.371,1.7885,1.8187
15838.400,1.7743,1.7844
15851.429,1.7846,1.8180
15852.571,1.7811,1.8181
15852.571,1.7811,1.8181
15852.571,1.7813,1.8181
15852.571,1.7814,1.8181
15852.571,1.7814,1.8181
15852.571,1.7814,1.8181
15852.571,1.7816,1.8182
15852.571,1.7790,1.8185
15852.571,1.7813,1.7937
15867.886,1.7914,1.8085
15887.771,1.7831,1.7999
15894.400,1.7760,1.7980
15894.400,1.7736,1.7979
15894.400,1.7742,1.7984
15894.400,1.7736,1.7981
15894.400,1.7757,1.7979
15894.400,1.7753,1.7982
15894.400,1.7759,1.7983
15894.400,1.7757,1.7983
15894.400,1.7755,1.7983
15894.400,1.7757,1.7982
15894.400,1.7754,1.7983
15894.400,1.7755,1.7983
15894.400,1.7755,1.7982
15894.400,1.7755,1.7982
15894.400,1.7756,1.7983
15894.400,1.7755,1.7983
15894.400,1.7755,1.7981
15894.400,1.7754,1.7979
15896.229,1.7944,1.7801
15918.629,1.7841,1.8083
15924.343,1.7927,1.8105
15930.515,1.7992,1.7931
15954.972,1.7880,1.8032
15954.972,1.7882,1.8032
15954.972,1.7883,1.8032
15954.972,1.7886,1.8034
15956.343,1.7832,1.7862
15977.600,1.7976,1.8051
15978.743,1.7896,1.8052
15978.743,1.7877,1.8053
15978.743,1.7876,1.8051
15978.743,1.7899,1.8050
15978.743,1.7900,1.8050
15978.743,1.7900,1.8051
15978.743,1.7899,1.8123
15991.086,1.7883,1.7861
16010.515,1.7852,1.7831
16016.457,1.7959,1.7828
16016.457,1.7958,1.7895
16029.028,1.7653,1.7810
16032.457,1.7932,1.8015
16048.000,1.8061,1.8149
16063.771,1.7892,1.7886
16063.771,1.7893,1.7887
16067.657,1.7700,1.7891
16083.886,1.7748,1.8059
16083.886,1.7712,1.8004
16097.371,1.7896,1.8100
16110.400,1.7803,1.7916
16118.629,1.7755,1.8070
16133.715,1.7736,1.7851
16136.229,1.7954,1.7924
16141.943,1.7688,1.8105
16160.229,1.7946,1.8125
16181.028,1.7627,1.8044
16184.457,1.7984,1.8070
16184.457,1.7969,1.8078
16184.457,1.7968,1.8071
16184.686,1.7903,1.7956
16206.400,1.7920,1.7981
16214.857,1.7979,1.7975
16217.143,1.7990,1.8107
16230.400,1.7920,1.8023
16230.629,1.7906,1.8073
16241.829,1.7716,1.7919
16253.257,1.7900,1.7950
16254.400,1.7940,1.7968
16262.172,1.8016,1.8089
16280.000,1.7864,1.7943
16300.571,1.7742,1.7866
16300.800,1.7808,1.7872
16300.800,1.7806,1.7871
16300.800,1.7804,1.7871
16300.800,1.7804,1.7871
16300.800,1.7804,1.7871
16300.800,1.7804,1.7870
16300.800,1.7805,1.7871
16300.800,1.7775,1.7871
16300.800,1.7803,1.7868
16300.800,1.7804,1.7869
16300.800,1.7805,1.7866
16304.686,1.7605,1.8127
16323.657,1.7758,1.8092
16336.686,1.7580,1.8066
16338.058,1.7503,1.8064
16338.058,1.7488,1.8074
16338.058,1.7493,1.8076
16338.058,1.7490,1.7905
16349.485,1.7984,1.8160
16352.457,1.7671,1.8161
16352.457,1.7657,1.8114
16357.943,1.7977,1.8010
16376.000,1.7731,1.8131
16387.428,1.7877,1.8116
16391.314,1.7811,1.8116
16392.229,1.7702,1.7924
16405.943,1.7874,1.8050
16418.057,1.7785,1.7845
16418.057,1.7787,1.7843
16418.057,1.7762,1.7790
16430.172,1.7811,1.7771
16452.801,1.7894,1.8019
16456.000,1.7676,1.7875
16464.000,1.7491,1.7909
16484.115,1.7974,1.7933
16492.572,1.7928,1.7954
16492.572,1.7903,1.8089
16502.629,1.7625,1.8070
16512.229,1.7668,1.7924
16528.000,1.7625,1.7977
16546.514,1.8035,1.7841
16548.344,1.7905,1.8002
16570.057,1.8001,1.7941
16581.486,1.7706,1.8074
16581.486,1.7706,1.8073
16581.486,1.7705,1.8071
16581.486,1.7708,1.8073
16582.172,1.7695,1.8028
16582.172,1.7650,1.7790
16603.199,1.7820,1.8058
16625.828,1.7966,1.7809
16625.828,1.7963,1.8045
16641.371,1.7946,1.8070
16659.199,1.7747,1.8007
16661.029,1.7680,1.8046
16663.543,1.7801,1.7878
16685.486,1.7582,1.7933
16690.285,1.7944,1.7969
16698.971,1.7973,1.7822
16715.658,1.7836,1.7830
16721.143,1.8049,1.7862
16726.857,1.7838,1.8030
16743.771,1.7942,1.8049
16749.258,1.7687,1.7870
16760.229,1.8043,1.8041
16772.801,1.7592,1.7935
16773.029,1.7569,1.7867
16784.229,1.8018,1.8032
16804.344,1.7696,1.7852
16806.172,1.7908,1.7898
16829.029,1.7833,1.8022
16836.115,1.7656,1.8011
16836.115,1.7650,1.8003
16836.801,1.7745,1.7896
16860.572,1.7833,1.7901
16876.344,1.7822,1.8057
16879.771,1.7967,1.8135
16893.943,1.8080,1.7897
16905.600,1.7672,1.8008
16915.887,1.7919,1.7936
16915.887,1.7916,1.7934
16919.086,1.7900,1.8099
16938.742,1.7794,1.7912
16948.572,1.8022,1.7920
16949.029,1.8049,1.7942
16949.029,1.8066,1.7886
16964.572,1.8057,1.8049
16981.258,1.7946,1.7953
16992.457,1.7648,1.7948
17001.371,1.7744,1.7872
17014.857,1.7717,1.8081
17014.857,1.7731,1.7851
17037.258,1.7726,1.7948
17051.658,1.8092,1.7862
17051.658,1.8085,1.7739
17073.371,1.7846,1.8051
17081.828,1.7931,1.7802
17083.199,1.7964,1.7842
17100.572,1.7836,1.8071
17109.715,1.7673,1.8041
17109.715,1.7649,1.8079
17109.943,1.7620,1.7878
17125.486,1.7706,1.7727
17138.514,1.7947,1.7786
17140.115,1.7738,1.7889
17174.400,1.7689,1.7866
17175.771,1.7803,1.8016
17190.629,1.7705,1.7900
17207.771,1.7764,1.7844
17207.771,1.7786,1.7988
17223.543,1.7795,1.8129
17244.801,1.7754,1.8043
17244.801,1.7733,1.7869
17265.371,1.7847,1.7908
17288.914,1.8013,1.8012
17289.371,1.7994,1.8086
17309.715,1.7873,1.7890
17327.314,1.8101,1.7889
17330.971,1.7809,1.7918
17356.572,1.7761,1.8029
17378.971,1.7601,1.8004
17378.971,1.7573,1.8146
17399.086,1.8041,1.8026
17416.914,1.7777,1.7921
17427.887,1.7890,1.7823
17427.887,1.7848,1.8097
17456.686,1.7643,1.8134
17464.914,1.7623,1.8131
