length_mm,diameter1_mm,diameter2_mm
33978.059,1.7506,1.7896
33991.543,1.7924,1.7791
33991.543,1.7910,1.7817
33998.629,1.7888,1.8031
34012.113,1.7698,1.8151
34017.371,1.7531,1.8156
34019.199,1.7581,1.8075
34044.344,1.7711,1.7869
34045.715,1.7819,1.7870
34045.715,1.7821,1.7875
34045.715,1.7828,1.7906
34045.715,1.7861,1.7907
34045.715,1.7820,1.7877
34045.715,1.7822,1.7878
34045.715,1.7822,1.7878
34045.715,1.7822,1.7878
34045.715,1.7818,1.7876
34045.715,1.7824,1.7870
34045.715,1.7844,1.7873
34045.715,1.7843,1.7871
34045.715,1.7830,1.7877
34045.715,1.7845,1.7878
34045.715,1.7840,1.7892
34048.688,1.7631,1.7924
34061.484,1.7910,1.7818
34061.715,1.7883,1.7816
34061.715,1.7918,1.7822
34061.941,1.7894,1.8018
34084.570,1.7837,1.8186
34088.688,1.7763,1.8182
34088.688,1.7810,1.8184
34088.688,1.7792,1.8187
34088.688,1.7777,1.8050
34107.887,1.7746,1.8088
34111.773,1.7741,1.8086
34111.773,1.7744,1.8088
34111.773,1.7775,1.8093
34111.773,1.7774,1.8122
34111.773,1.7773,1.8094
34111.773,1.7772,1.8123
34111.773,1.7803,1.8094
34111.773,1.7803,1.8123
34111.773,1.7775,1.8095
34111.773,1.7773,1.8094
34111.773,1.7773,1.8095
34111.773,1.7773,1.8122
34111.773,1.7772,1.8123
34111.773,1.7773,1.8093
34111.773,1.7771,1.8094
34111.773,1.7773,1.8093
34111.773,1.7775,1.8094
34111.773,1.7772,1.8094
34111.773,1.7772,1.8095
34111.773,1.7772,1.8093
34111.773,1.7773,1.8092
34111.773,1.7783,1.8012
34118.855,1.7887,1.8059
34133.484,1.8003,1.7973
34133.484,1.8004,1.7999
34133.484,1.8010,1.7977
34133.484,1.7985,1.7977
34133.484,1.7985,1.7977
34133.484,1.7986,1.7979
34133.484,1.7985,1.7997
34136.457,1.7756,1.7975
34159.086,1.7658,1.8070
34159.086,1.7674,1.7916
34184.457,1.7505,1.7813
34186.973,1.7736,1.7815
34186.973,1.7761,1.7928
34197.484,1.7798,1.8041
34197.484,1.7798,1.8041
34197.484,1.7798,1.8041
34197.484,1.7800,1.8044
34197.484,1.7802,1.8045
34197.484,1.7831,1.8045
34197.484,1.7801,1.8046
34197.484,1.7801,1.8043
34197.484,1.7800,1.8045
34197.484,1.7800,1.8044
34197.484,1.7798,1.8044
34197.484,1.7798,1.8041
34202.742,1.7810,1.7781
34216.230,1.7519,1.7889
34216.230,1.7540,1.7871
34216.230,1.7564,1.7891
34216.230,1.7563,1.7891
34216.230,1.7564,1.7889
34216.230,1.7564,1.7865
34216.230,1.7563,1.7890
34216.457,1.7510,1.7681
34239.086,1.7617,1.7784
34251.887,1.7855,1.7837
34251.887,1.7858,1.7811
34251.887,1.7881,1.7836
34251.887,1.7917,1.7835
34251.887,1.7883,1.7837
34251.887,1.7927,1.7831
34251.887,1.7920,1.7830
34257.602,1.7770,1.7965
34285.715,1.7752,1.7731
34297.145,1.7819,1.7754
34297.145,1.7820,1.7751
34297.145,1.7830,1.7735
34297.145,1.7830,1.7724
34303.316,1.7654,1.7906
34331.656,1.8004,1.7994
34332.570,1.7931,1.7993
34332.570,1.7930,1.7994
34332.570,1.7956,1.7994
34332.570,1.7956,1.7994
34332.570,1.7931,1.7995
34332.570,1.7950,1.7994
34332.570,1.7950,1.7992
34332.570,1.7950,1.7995
34332.570,1.7952,1.7993
34332.570,1.7951,1.7992
34332.570,1.7949,1.7993
34332.570,1.7948,1.7993
34332.570,1.7947,1.7994
34332.570,1.7945,1.7992
34332.570,1.7947,1.7993
34332.570,1.7947,1.7994
34332.570,1.7948,1.7991
34332.570,1.7946,1.7991
34332.570,1.7944,1.7993
34332.570,1.7946,1.7994
34332.570,1.7945,1.7991
34332.570,1.7947,1.7992
34332.570,1.7947,1.7992
34332.570,1.7945,1.7968
34345.371,1.7883,1.7723
34351.543,1.7628,1.7727
34351.543,1.7624,1.7726
34351.543,1.7640,1.7726
34351.543,1.7643,1.7726
34351.543,1.7640,1.7726
34351.543,1.7644,1.7727
34351.543,1.7640,1.7719
34351.543,1.7602,1.7719
34351.543,1.7603,1.7720
34351.543,1.7606,1.7720
34351.543,1.7604,1.7711
34359.316,1.7743,1.7724
34377.828,1.7954,1.7711
34378.059,1.7971,1.7715
34378.059,1.7941,1.7713
34378.059,1.7941,1.7713
34378.059,1.7940,1.7714
34378.059,1.7937,1.7713
34378.059,1.7942,1.7711
34378.059,1.7941,1.7714
34378.059,1.7942,1.7713
34378.059,1.7942,1.7710
34378.059,1.7975,1.7711
34378.059,1.7974,1.7711
34378.059,1.7975,1.7710
34378.059,1.7942,1.7768
34384.688,1.7912,1.7601
34402.285,1.7784,1.7982
34412.113,1.7752,1.8016
34415.086,1.7753,1.7759
34447.086,1.7689,1.7821
34449.602,1.7988,1.7817
34449.602,1.8010,1.7814
34449.602,1.8012,1.7813
34449.602,1.8009,1.7811
34449.602,1.8002,1.7839
34456.000,1.7907,1.7837
34461.484,1.7608,1.7769
34461.484,1.7590,1.7767
34466.285,1.7816,1.7798
34489.602,1.7784,1.7869
34490.973,1.7627,1.7868
34501.484,1.7529,1.7941
34531.199,1.7605,1.7866
34537.828,1.7920,1.7866
34537.828,1.7878,1.7924
34557.941,1.7691,1.7934
34571.430,1.7801,1.8009
34571.887,1.7834,1.7790
34602.285,1.7711,1.7840
34615.543,1.7906,1.7964
34631.316,1.7846,1.7875
34655.543,1.7874,1.8077
34655.543,1.7918,1.8074
34655.543,1.7917,1.8072
34655.543,1.7922,1.8075
34655.543,1.7923,1.8077
34655.543,1.7920,1.8077
34655.543,1.7922,1.8075
34655.543,1.7920,1.8076
34655.543,1.7920,1.8074
34655.543,1.7922,1.8075
34655.543,1.7920,1.8076
34655.543,1.7921,1.8073
34655.543,1.7922,1.8074
34655.543,1.7922,1.8075
34655.543,1.7922,1.8074
34655.543,1.7920,1.8076
34655.543,1.7920,1.8037
34658.516,1.7627,1.7936
34688.688,1.7762,1.8104
34688.914,1.7772,1.8109
34688.914,1.7803,1.8106
34688.914,1.7808,1.8107
34688.914,1.7767,1.7899
34706.516,1.7715,1.7765
34725.484,1.8035,1.7960
34726.172,1.8037,1.7931
34726.172,1.8035,1.7929
34726.172,1.8031,1.7928
34726.172,1.8032,1.7928
34726.172,1.8015,1.7927
34726.172,1.8037,1.7926
34726.172,1.8037,1.7928
34726.172,1.8034,1.7927
34726.172,1.8033,1.7928
34726.172,1.8037,1.7926
34726.172,1.8038,1.7926
34726.172,1.8032,1.7924
34726.172,1.8030,1.7925
34726.172,1.8030,1.7925
34726.172,1.8030,1.7925
34726.172,1.8027,1.7923
34726.172,1.8032,1.7925
34726.172,1.8027,1.7923
34726.172,1.8028,1.7926
34726.172,1.8029,1.7926
34726.172,1.8028,1.7924
34726.172,1.8029,1.7922
34726.172,1.8029,1.7924
34726.172,1.8027,1.7924
34726.172,1.8027,1.7923
34726.172,1.8030,1.7966
34731.887,1.7961,1.7956
34752.230,1.7805,1.7794
34756.801,1.8118,1.7827
34756.801,1.8088,1.7767
34777.602,1.7736,1.7907
34803.656,1.7998,1.7808
34804.570,1.8076,1.7808
34804.570,1.8075,1.7808
34805.027,1.8014,1.7843
34829.258,1.7950,1.7828
34829.258,1.7940,1.7830
34829.258,1.7977,1.7828
34829.258,1.7980,1.7825
34829.258,1.7979,1.7826
34829.258,1.7973,1.7796
34829.258,1.7974,1.7794
34836.570,1.7906,1.7732
34864.914,1.7836,1.7702
34873.145,1.7865,1.7678
34873.145,1.7825,1.7584
34899.199,1.7936,1.7915
34918.172,1.7750,1.7598
34922.742,1.8012,1.7598
34922.742,1.8010,1.7597
34922.742,1.8009,1.7595
34922.742,1.8005,1.7596
34922.742,1.8009,1.7595
34922.742,1.8007,1.7595
34922.742,1.8005,1.7594
34922.742,1.8004,1.7620
34922.742,1.8001,1.7615
34922.742,1.8003,1.7617
34922.742,1.8002,1.7595
34922.742,1.8008,1.7597
34922.742,1.8007,1.7595
34922.742,1.8005,1.7595
34922.742,1.8007,1.7596
34922.742,1.8007,1.7595
34922.742,1.8006,1.7620
34922.742,1.8004,1.7594
34922.742,1.8005,1.7595
34922.742,1.8004,1.7621
34922.742,1.8004,1.7619
34922.742,1.8004,1.7617
34922.742,1.8001,1.7618
34922.742,1.8000,1.7618
34922.742,1.8002,1.7621
34922.742,1.8005,1.7619
34922.742,1.8003,1.7618
34922.742,1.8001,1.7618
34922.742,1.8002,1.7620
34922.742,1.7999,1.7621
34922.742,1.8001,1.7617
34922.742,1.8003,1.7594
34922.742,1.8003,1.7620
34922.742,1.8004,1.7594
34922.742,1.8004,1.7594
34922.742,1.8006,1.7595
34922.742,1.8006,1.7620
34922.742,1.8004,1.7619
34922.742,1.8004,1.7620
34922.742,1.8005,1.7620
34922.742,1.8005,1.7621
34922.742,1.7970,1.7620
34922.742,1.7969,1.7620
34922.742,1.7969,1.7611
34925.258,1.7867,1.7919
34941.941,1.7888,1.7945
34943.773,1.7898,1.7684
34974.398,1.7811,1.7931
34974.398,1.7836,1.7933
34977.828,1.7962,1.7755
35002.285,1.8038,1.7935
35029.027,1.7851,1.7843
35030.629,1.7694,1.7878
35030.629,1.7704,1.7851
35030.629,1.7703,1.7850
35030.629,1.7704,1.7850
35030.629,1.7698,1.7850
35030.629,1.7661,1.7666
35045.484,1.7732,1.7669
35074.059,1.8108,1.7832
35079.773,1.7778,1.7837
35080.457,1.7893,1.7910
35103.086,1.7826,1.7755
35124.344,1.7771,1.8020
35125.258,1.7779,1.7857
35155.887,1.7740,1.7844
35176.457,1.7980,1.7886
35176.914,1.7998,1.7974
35196.113,1.7700,1.8093
35211.430,1.7792,1.8042
35212.801,1.7747,1.7992
35234.285,1.7962,1.7917
35240.688,1.8054,1.7873
35240.688,1.8065,1.7955
35263.086,1.7910,1.8013
35277.258,1.7720,1.8017
35277.258,1.7691,1.8016
35277.258,1.7687,1.8016
35277.258,1.7690,1.8016
35277.258,1.7719,1.8014
35277.258,1.7690,1.8014
35277.258,1.7690,1.8017
35277.258,1.7689,1.8016
35277.258,1.7684,1.7983
35280.000,1.8145,1.8087
35299.430,1.7609,1.8025
35315.887,1.7514,1.7982
35321.145,1.7802,1.8078
35347.199,1.7491,1.7824
35372.570,1.7592,1.7934
35372.801,1.7641,1.7869
35394.742,1.7560,1.7932
35400.688,1.7804,1.7929
35403.887,1.7691,1.7784
35413.715,1.7823,1.7825
35413.715,1.7821,1.7795
35413.715,1.7822,1.7796
35413.715,1.7842,1.7865
35415.773,1.7858,1.8001
35424.914,1.7623,1.7917
35451.199,1.7617,1.8020
35457.828,1.7571,1.8006
35457.828,1.7607,1.8004
35457.828,1.7575,1.8004
35457.602,1.7576,1.8005
35457.602,1.7574,1.8003
35457.371,1.7574,1.8002
35457.371,1.7571,1.8004
35457.371,1.7573,1.8003
35457.371,1.7574,1.8002
35457.371,1.7574,1.8002
35457.371,1.7573,1.8003
35457.371,1.7571,1.8001
35457.371,1.7572,1.8002
35457.371,1.7575,1.8003
35457.371,1.7577,1.8004
35457.371,1.7577,1.8004
35457.371,1.7575,1.8003
35457.371,1.7577,1.8002
35457.371,1.7576,1.8002
35457.371,1.7577,1.8003
35457.371,1.7577,1.8003
35457.371,1.7575,1.8004
35457.371,1.7575,1.8003
35457.371,1.7574,1.8003
35457.371,1.7574,1.8001
35457.371,1.7574,1.8004
35457.371,1.7573,1.8004
35457.371,1.7578,1.8003
35457.371,1.7577,1.8004
35457.371,1.7576,1.8005
35457.371,1.7575,1.8005
35457.371,1.7575,1.8006
35457.371,1.7571,1.8006
35457.371,1.7573,1.8006
35457.371,1.7572,1.8003
35457.371,1.7571,1.8005
35457.371,1.7573,1.8004
35457.371,1.7573,1.8004
35457.371,1.7572,1.8004
35457.371,1.7577,1.8004
35457.371,1.7608,1.8003
35457.371,1.7608,1.8004
35457.371,1.7609,1.8004
35457.371,1.7609,1.8004
35457.371,1.7613,1.8001
35457.371,1.7576,1.8005
35457.371,1.7576,1.8003
35457.371,1.7577,1.8004
35457.371,1.7566,1.8022
35457.371,1.7580,1.8027
35457.371,1.7591,1.8002
35457.371,1.7571,1.8002
35457.371,1.7568,1.8020
35457.828,1.7564,1.7861
35470.398,1.7808,1.7816
35470.398,1.7842,1.7814
35470.398,1.7839,1.7814
35470.398,1.7839,1.7815
35470.398,1.7834,1.7813
35470.398,1.7834,1.7813
35470.398,1.7835,1.7811
35470.398,1.7834,1.7813
35470.398,1.7833,1.7811
35470.398,1.7789,1.7837
35470.398,1.7815,1.7836
35470.398,1.7796,1.7837
35470.398,1.7835,1.7837
35470.398,1.7817,1.7812
35470.398,1.7817,1.7837
35470.398,1.7819,1.7812
35470.398,1.7845,1.7838
35470.398,1.7844,1.7837
35470.398,1.7841,1.7838
35470.398,1.7839,1.7882
35481.602,1.7528,1.7783
35501.941,1.7891,1.7813
35501.941,1.7884,1.7881
35516.344,1.7910,1.7841
35549.258,1.7905,1.7883
35554.285,1.7488,1.7865
35568.914,1.7468,1.7819
35596.570,1.7912,1.7882
35598.398,1.7751,1.7941
35617.145,1.7685,1.7761
35643.656,1.7857,1.7833
35643.887,1.7927,1.7816
35643.887,1.7923,1.8063
35662.398,1.7754,1.7945
35688.457,1.7520,1.8011
35688.457,1.7515,1.7989
35699.199,1.7954,1.7790
35726.855,1.7644,1.7918
35739.430,1.8006,1.7806
35740.570,1.7884,1.7745
35763.430,1.7954,1.7910
35765.484,1.7829,1.7915
35765.484,1.7861,1.7917
35765.484,1.7863,1.7915
35765.484,1.7863,1.7916
35765.484,1.7864,1.7915
35765.484,1.7860,1.7916
35765.484,1.7861,1.7915
35765.484,1.7862,1.7914
35765.484,1.7860,1.7912
35765.484,1.7860,1.7913
35765.484,1.7859,1.7909
35765.484,1.7825,1.7914
35765.484,1.7830,1.7912
35765.484,1.7830,1.7913
35765.484,1.7828,1.7913
35765.484,1.7865,1.7915
35765.484,1.7864,1.7914
35765.484,1.7830,1.7912
35765.484,1.7830,1.7911
35765.484,1.7829,1.7913
35765.484,1.7860,1.7911
35765.484,1.7859,1.7911
35765.484,1.7830,1.7914
35765.484,1.7823,1.8012
35779.199,1.7850,1.7854
35803.887,1.7870,1.7839
35803.887,1.7891,1.7953
35817.602,1.7791,1.7796
35840.914,1.7643,1.7925
35840.914,1.7639,1.7929
35840.914,1.7601,1.7858
35852.344,1.7845,1.7784
35872.230,1.7546,1.7921
35872.230,1.7544,1.7732
35892.113,1.7942,1.8012
35902.855,1.7587,1.8044
35905.602,1.7869,1.7817
35934.172,1.7632,1.7726
35938.285,1.7913,1.7729
35938.973,1.7922,1.7808
35970.059,1.8060,1.8007
35972.113,1.7892,1.8011
35972.113,1.7899,1.8014
35972.113,1.7890,1.7820
35990.172,1.7635,1.7918
35991.086,1.7619,1.7897
35991.086,1.7640,1.7897
35991.086,1.7648,1.7897
35991.086,1.7622,1.7897
35991.086,1.7648,1.7898
35991.086,1.7622,1.7896
35991.086,1.7648,1.7896
35991.086,1.7648,1.7895
35991.086,1.7648,1.7894
35991.086,1.7647,1.7894
35991.086,1.7647,1.7895
35991.086,1.7594,1.7870
36010.742,1.7997,1.8048
36012.570,1.7801,1.7905
36034.059,1.7995,1.7963
36042.973,1.7926,1.7971
36045.484,1.7907,1.7828
36072.457,1.8061,1.7849
36091.656,1.7792,1.7871
36097.145,1.8002,1.7999
36125.941,1.7949,1.7997
36130.973,1.7848,1.8000
36130.973,1.7846,1.7995
36130.973,1.7872,1.7997
36130.973,1.7872,1.7996
36130.973,1.7846,1.7995
36130.973,1.7847,1.7994
36130.973,1.7848,1.7993
36130.973,1.7872,1.7992
36130.973,1.7872,1.7994
36130.973,1.7846,1.7992
36130.973,1.7872,1.7959
36134.855,1.7902,1.7797
36136.457,1.8047,1.7830
36136.457,1.8043,1.7831
36136.914,1.8065,1.7832
36136.914,1.8066,1.7832
36136.914,1.8063,1.7833
36136.914,1.8060,1.7870
36149.941,1.7820,1.7698
36158.855,1.7862,1.7695
36163.430,1.7708,1.7973
36192.688,1.7913,1.7813
36205.484,1.7889,1.7789
36207.543,1.7988,1.7944
36236.570,1.7765,1.7824
36244.801,1.7837,1.7852
36244.801,1.7835,1.7836
36245.027,1.7918,1.7805
36260.570,1.7791,1.7760
36285.258,1.7914,1.7812
36285.484,1.7914,1.7958
36312.914,1.7745,1.7881
36333.715,1.7853,1.7837
36333.715,1.7870,1.7829
36353.145,1.7605,1.7800
36377.371,1.7684,1.8035
36378.516,1.7579,1.7917
36403.430,1.7728,1.7894
36426.973,1.7623,1.7825
36428.113,1.7822,1.7805
36444.344,1.7921,1.8020
36472.457,1.7518,1.8020
36472.457,1.7542,1.8010
36492.801,1.7999,1.7795
36506.973,1.7718,1.7899
36506.973,1.7712,1.8069
36518.398,1.7716,1.8046
36545.371,1.7583,1.7780
36548.113,1.7906,1.8024
36566.855,1.7680,1.8056
36588.801,1.7915,1.7867
36588.801,1.7925,1.7889
36588.801,1.7921,1.7888
36589.027,1.7871,1.7849
36609.828,1.7616,1.7869
36609.602,1.7604,1.7870
36609.602,1.7606,1.7868
36609.602,1.7637,1.7869
36609.602,1.7635,1.7869
36609.602,1.7636,1.7868
36609.602,1.7604,1.7866
36609.602,1.7602,1.7866
36609.602,1.7606,1.7867
36609.602,1.7603,1.7868
36609.602,1.7605,1.7871
36609.602,1.7601,1.7884
36610.973,1.7853,1.8026
36637.027,1.7699,1.7827
36642.059,1.7719,1.7799
36653.941,1.7546,1.7781
36678.172,1.7604,1.8001
36678.398,1.7639,1.7906
36697.371,1.7824,1.7820
36722.059,1.7830,1.7661
36722.059,1.7834,1.7745
36733.258,1.7687,1.7770
36760.914,1.7870,1.7951
36774.629,1.7556,1.7988
36777.828,1.7891,1.7808
36801.145,1.7906,1.7935
36805.027,1.7585,1.7925
36805.027,1.7569,1.7908
36815.773,1.7753,1.7954
36833.828,1.7999,1.7932
36847.773,1.7718,1.7845
36848.230,1.7809,1.7869
36860.570,1.7424,1.7750
36875.887,1.7584,1.7891
36877.715,1.7426,1.7874
36877.941,1.7458,1.7844
36911.543,1.7706,1.7949
36917.484,1.7400,1.7932
36931.199,1.7432,1.7825
36965.027,1.7498,1.7949
36965.484,1.7490,1.7863
36997.715,1.7714,1.7893
37017.602,1.7838,1.8041
37026.059,1.7649,1.7851
37060.801,1.7723,1.7935
37063.773,1.7819,1.7779
37083.430,1.7623,1.8039
37105.828,1.7693,1.8015
37111.543,1.7569,1.7962
37152.688,1.7684,1.7734
37164.344,1.8039,1.7794
37184.000,1.7660,1.7833
37212.801,1.7891,1.7974
37214.172,1.7712,1.7839
37250.059,1.7905,1.7815
37259.887,1.7941,1.7858
37272.230,1.7798,1.7742
37303.086,1.7602,1.7893
37304.000,1.7659,1.7846
37323.656,1.7808,1.8091
37345.602,1.7846,1.7862
37346.059,1.7845,1.7927
37369.371,1.7860,1.7873
37388.344,1.7745,1.7955
37388.344,1.7735,1.8072
37412.570,1.7706,1.8019
37436.570,1.7748,1.8128
37436.801,1.7711,1.8129
37436.801,1.7705,1.8129
37436.801,1.7731,1.8125
37443.887,1.7682,1.7904
37447.316,1.7610,1.7937
37447.316,1.7577,1.7939
37447.316,1.7576,1.7936
37447.316,1.7570,1.7937
37447.316,1.7572,1.7938
37447.316,1.7572,1.7897
37447.543,1.7623,1.8063
37464.230,1.7802,1.7854
37464.457,1.7800,1.7788
37486.172,1.7592,1.7981
37513.371,1.7920,1.7785
37513.371,1.7915,1.7904
37541.941,1.7587,1.8022
37556.570,1.7641,1.8001
37565.027,1.7578,1.7860
37601.145,1.7982,1.7919
37602.285,1.7922,1.7979
37624.914,1.7940,1.7925
37648.230,1.7922,1.7734
37649.145,1.7968,1.7754
37682.742,1.7774,1.7758
37695.773,1.7929,1.7766
37695.773,1.7955,1.7765
37695.773,1.7954,1.7765
37695.773,1.7954,1.7765
37695.773,1.7954,1.7765
37695.773,1.7953,1.7763
37695.773,1.7955,1.7763
37695.773,1.7955,1.7765
37695.773,1.7954,1.7763
37695.773,1.7953,1.7763
37695.773,1.7953,1.7765
37695.773,1.7949,1.7765
37695.773,1.7950,1.7764
37695.773,1.7952,1.7762
37696.457,1.7998,1.7741
37728.914,1.7911,1.7736
37733.484,1.7684,1.7758
37733.484,1.7680,1.8030
37760.914,1.7880,1.8060
37773.715,1.7749,1.7774
37781.715,1.7829,1.7724
37782.398,1.7882,1.7954
37820.570,1.7854,1.7909
37824.688,1.7916,1.7911
37830.855,1.8003,1.7570
37863.316,1.7944,1.8022
37864.914,1.7807,1.8022
37874.285,1.7632,1.7712
37906.059,1.7628,1.7968
37906.516,1.7626,1.7952
37908.801,1.7808,1.7830
37942.855,1.7899,1.7928
37942.855,1.7924,1.7966
37944.230,1.7694,1.7660
37975.086,1.7848,1.7775
38000.230,1.7784,1.7957
38000.230,1.7804,1.7785
38025.602,1.7668,1.8032
38043.887,1.7771,1.7770
38048.000,1.7614,1.7794
38091.656,1.7894,1.7898
38093.484,1.7867,1.8000
38106.285,1.7703,1.7935
38130.516,1.7821,1.7803
38138.742,1.7817,1.7785
38138.742,1.7837,1.7784
38138.742,1.7838,1.7886
38153.602,1.7759,1.7771
38167.086,1.7768,1.7931
38167.086,1.7765,1.7952
38185.371,1.7764,1.7795
38208.914,1.7812,1.7887
38209.371,1.7796,1.7833
38231.086,1.7608,1.7929
38234.973,1.7925,1.7945
38238.398,1.7627,1.7895
38246.172,1.7677,1.7934
38246.172,1.7682,1.7934
38246.172,1.7680,1.7933
38246.172,1.7634,1.7979
38273.602,1.8002,1.7666
38291.656,1.7840,1.7959
38291.656,1.7796,1.7742
38322.059,1.7923,1.7866
38335.773,1.7712,1.7875
38340.344,1.7501,1.7870
38377.145,1.7927,1.7917
38385.602,1.7968,1.7896
38389.715,1.7783,1.7746
38428.113,1.7479,1.7892
38445.027,1.7568,1.7819
38448.000,1.7908,1.7898
38483.199,1.7682,1.7812
38501.941,1.7748,1.7804
38510.398,1.7815,1.8049
38542.855,1.7986,1.7944
38544.914,1.7978,1.8046
38563.887,1.7533,1.8072
38589.484,1.7742,1.7922
38590.629,1.7899,1.7950
38621.027,1.7909,1.7860
38629.715,1.7958,1.7841
38638.855,1.8006,1.8030
38675.430,1.7763,1.7887
38677.027,1.7947,1.7934
38703.316,1.7725,1.7839
38717.484,1.8024,1.7860
38717.484,1.8054,1.7887
38717.484,1.8048,1.7885
38717.484,1.8047,1.7869
38717.484,1.8049,1.7868
38717.484,1.8048,1.7867
38717.484,1.8049,1.7867
38717.484,1.8048,1.7868
38717.484,1.8049,1.7867
38717.484,1.8048,1.7866
38717.484,1.8047,1.7867
38717.484,1.8049,1.7867
38717.484,1.8049,1.7867
38717.484,1.8049,1.7866
38717.484,1.8049,1.7866
38717.484,1.8047,1.7867
38717.484,1.8048,1.7892
38717.484,1.8048,1.7866
38717.484,1.8044,1.7866
38717.484,1.8048,1.7866
38717.484,1.8047,1.7865
38717.484,1.8049,1.7891
38717.484,1.8047,1.7865
38717.484,1.8050,1.7865
38717.484,1.8049,1.7865
38717.484,1.8047,1.7866
38717.484,1.8049,1.7865
38717.484,1.8046,1.7867
38717.484,1.8041,1.7898
38733.027,1.7914,1.7992
38766.398,1.7749,1.7905
38767.086,1.7579,1.7884
38802.742,1.7667,1.8069
38825.828,1.7490,1.7945
38825.828,1.7504,1.8064
38852.801,1.7987,1.7991
38854.629,1.7926,1.7994
38854.629,1.7924,1.7994
38854.629,1.7927,1.7995
38854.855,1.7856,1.8047
38890.742,1.7800,1.8075
38915.656,1.7943,1.7767
38916.344,1.8005,1.7852
38951.086,1.7675,1.7769
38977.602,1.7549,1.7914
38985.828,1.7641,1.7890
39034.973,1.7931,1.7936
39036.570,1.7921,1.7846
39078.398,1.7568,1.7815
39088.688,1.7669,1.7806
39104.688,1.7881,1.7878
39140.344,1.7626,1.8009
39147.887,1.7768,1.7745
39178.516,1.7852,1.7866
39206.855,1.7664,1.7906
39206.855,1.7626,1.7910
39248.688,1.7768,1.8036
39275.199,1.7869,1.8013
39286.855,1.7811,1.8073
39331.887,1.7607,1.7901
39341.715,1.7437,1.7813
39369.828,1.7748,1.7792
39397.027,1.7717,1.7923
39397.484,1.7708,1.7920
39397.484,1.7716,1.7871
39416.457,1.7838,1.8072
39440.230,1.8061,1.7999
39442.059,1.7779,1.8026
39482.059,1.7741,1.7918
39490.742,1.7741,1.7830
39517.484,1.7963,1.7830
39543.773,1.7887,1.8031
39544.000,1.7866,1.7719
39576.230,1.7741,1.7950
39585.145,1.7721,1.7960
39601.602,1.7770,1.8068
39646.855,1.7842,1.8017
39654.629,1.7827,1.8026
39677.027,1.7930,1.8030
39703.773,1.7683,1.8028
39704.000,1.7692,1.7821
39740.801,1.7843,1.8127
39753.145,1.7314,1.8074
39767.543,1.7484,1.7910
39800.914,1.7553,1.8000
39805.941,1.7825,1.7943
39834.973,1.7926,1.7916
39859.656,1.7803,1.7852
39860.344,1.7814,1.8001
39885.715,1.7831,1.8002
39888.914,1.7623,1.7875
39909.258,1.7943,1.8045
39914.973,1.7901,1.7894
39954.742,1.7934,1.7968
39959.543,1.7670,1.7969
39959.543,1.7666,1.7963
39959.543,1.7664,1.7968
39959.543,1.7671,1.7971
39959.543,1.7672,1.7969
39959.543,1.7675,1.7969
39959.543,1.7673,1.7969
39959.543,1.7670,1.7968
39959.543,1.7673,1.7966
39959.773,1.7668,1.7737
39996.113,1.7864,1.7988
40007.316,1.7605,1.7959
40007.316,1.7603,1.7958
40007.316,1.7603,1.7957
40007.543,1.7581,1.7990
40042.973,1.7942,1.7907
40079.316,1.7587,1.7989
40079.543,1.7563,1.8078
40116.113,1.7815,1.8048
40145.145,1.7904,1.7784
40151.543,1.7903,1.8006
40201.828,1.7955,1.7993
40223.316,1.7759,1.7930
40223.316,1.7760,1.7960
40223.316,1.7758,1.7929
40223.316,1.7735,1.7886
40248.457,1.8029,1.7815
40264.688,1.8058,1.7804
40283.656,1.7745,1.7803
40320.914,1.7884,1.7917
40321.371,1.7925,1.7981
40357.027,1.7450,1.7988
40374.629,1.7656,1.7956
40374.629,1.7651,1.7953
40374.398,1.7793,1.7872
40414.172,1.7762,1.8013
40420.113,1.7636,1.7990
40444.570,1.7708,1.7938
40474.973,1.7583,1.7959
40475.199,1.7548,1.7913
40520.230,1.7684,1.8012
40521.371,1.7661,1.8046
40526.398,1.7940,1.7948
40568.230,1.7593,1.7987
40578.059,1.7571,1.7980
40594.059,1.7645,1.8052
40628.570,1.7998,1.8019
40630.629,1.7830,1.7860
40660.801,1.7999,1.7951
40687.773,1.7615,1.7972
40687.773,1.7603,1.7947
40687.773,1.7604,1.7948
40687.773,1.7603,1.7948
40687.773,1.7603,1.7946
40687.773,1.7603,1.7948
40687.773,1.7602,1.7948
40687.773,1.7604,1.7948
40687.773,1.7598,1.7948
40687.773,1.7599,1.7973
40687.773,1.7600,1.7973
40687.773,1.7599,1.7973
40687.773,1.7600,1.7973
40687.773,1.7601,1.7947
40687.773,1.7599,1.7972
40687.773,1.7598,1.7968
40705.828,1.7907,1.7994
40731.656,1.8177,1.7820
40735.543,1.7695,1.7859
40778.516,1.7911,1.7823
40778.742,1.7950,1.7900
40814.172,1.7660,1.7948
40828.801,1.7860,1.8126
40836.113,1.7721,1.7936
40884.801,1.7642,1.7899
40898.516,1.7897,1.7962
40916.113,1.7698,1.7964
40950.855,1.7807,1.8035
40953.602,1.7884,1.8052
40980.801,1.7776,1.7934
41013.941,1.7869,1.7868
41021.484,1.7853,1.8036
41066.742,1.7659,1.8054
41082.742,1.7566,1.7925
41102.172,1.8022,1.7941
41138.059,1.7579,1.8062
41138.973,1.7588,1.8021
